courseId,id,subType,optionCount,subDescript,option0,option1,option2,option3,answer
444,81879,单选题,4,要以习近平新时代中国特色社会主义思想为指导，深刻认识铸牢中华民族共同体意识的历史必然性、极端重要性和（）。,现实针对性,现在必要性,现实导向性,过去导向性,A
444,82048,单选题,4,第一次系统、明确地提出了民族地区实施西部大开发战略的五项主要任务的是（）。,1992年中央民族工作会议,1999年中央民族工作会议,2005年中央民族工作会议,2014年中央民族工作会议,B
444,82073,单选题,4,党的（）大以来，我们党强调中华民族大家庭、中华民族共同体、铸牢中华民族共同体意识、推进中华民族共同体建设等理念，鲜明提出把铸牢中华民族共同体意识作为新时代党的民族工作的主线、作为民族地区各项工作的主线。,十七,十八,十九,二十,B
444,81903,单选题,4,“五个认同”的内容是（）。(1)对中华民族的认同（2）对伟大祖国的认同（3）对中国特色社会主义的认同（4）对中国共产党的认同（5）对社会主义道路的认同（6）对中华文化的认同,（1）（2）（6）（4）（3）,(1)(4)(5)(2)(3),(2)(1)(6)(4)(3),(2)(1)(5)(4)(3),C
444,81866,单选题,4,习近平在中央民族工作会议上强调，做好新时代党的民族工作，要把铸牢中华民族共同体意识作为党的民族工作的主线。铸牢中华民族共同体意识，就是要引导各族人民牢固树立（）的共同体理念。,荣辱与共、患难与共、生死与共、甘苦与共,休戚与共、命运与共、生死与共、同甘共苦,休戚与共、荣辱与共、生死与共、命运与共,荣辱与共、患难与共、甘苦与共、命运与共,C
444,82147,单选题,4,下列选项中（）是当代民族问题的五个基本特征之一。,长期性,阶段性,暂时性,恶劣性,A
444,81877,单选题,4,各民族团结携手，共同迈进全面小康，体现了中华民族优良传统，也是（）的生动写照。,铸牢中华民族共同体意识,中国特色社会主义理论,中国特色社会主义制度,中国特色社会主义文化,A
444,82096,单选题,4,习近平总书记在谈到民族工作时强调，要坚持和发展中国特色社会主义民族理论。以下哪项不是中国特色社会主义民族理论的基本内容。,坚持和完善民族区域自治制度,坚持各民族一律平等,坚持共同繁荣发展,坚持民族分裂主义,D
444,82008,单选题,4,中央民族工作会议强调，要加强民族地区基层政权建设，夯实基层基础，确保党的民族理论和民族政策到基层（）、民族工作在基层（）。,有人会 有人干,有落实 有抓手,有人懂 有人抓,有落实 有成效,C
444,82072,单选题,4,早在建党之初，我们党就十分关注少数民族的革命斗争，着手开展少数民族地区的革命工作。党在内蒙古地区的革命工作首先是从这里的（）开始的。在以李大钊为首的中共北方地区党组织的引导下，一批热血青年走上了革命道路，内蒙古地区第一批共产党员由此诞生。,无产阶级,资产阶级,进步青年知识分子,妇女儿童,C
444,81854,单选题,4,（）是发展中国特色社会主义民主，建设国家制度体系和治理体系的重要组成部分。,人民代表大会制度,中国共产党的领导,民族区域自治制度,基层群众自治制度,C
444,82070,单选题,4,党的十八大以来，以习近平同志为核心的党中央团结带领全国各族人民，坚持把马克思主义基本原理同（）相结合、同中华优秀传统文化相结合，凝聚奋斗与思考、承继光荣与梦想，激活了中华文明的强大生命力，党和国家事业取得历史性成就、发生历史性变革。,世界格局,历史背景,中国古代史,中国具体实际,D
444,82076,单选题,4,（）是党的建设的基础工作，是高校各项工作的生命线。我们把铸牢中华民族共同体意识作为（）的重中之重，坚持抓好课堂主阵地，开设相关特色课程，将我们党关于加强和改进民族工作的重要思想贯穿思政课教学体系、课程体系、教材体系；积极构建“大思政课”育人格局。,经济建设工作,文化教育工作,军事知识普及,思想政治工作,D
444,82111,单选题,4,铸牢中华民族共同体意识，是习近平总书记在党的（ ）理论方面作出的重大原创性论断。,民族,公益,指导,社会,A
444,82017,单选题,4,2021年中央民族工作会议在（）召开？,8月27日——28日  北京,8月27日——28日  上海,8月28日——29日  北京,8月28日——29日  上海,A
444,82166,单选题,4,下列选项中，（）是傣族建筑的特点。,干栏式,木楞房,吊脚房,大围楼,A
444,82037,单选题,4,1992年中央民族工作会议指出，民族问题包括（），也同时包括民族之间、民族与阶级、国家之间等方面的关系。,中国与世界之间,民族聚居,民族团结,民族自身的发展,D
444,82066,单选题,4,“铸牢中华民族共同体意识”这一科学论断的提出，是（）在中国具体实践的最新理论成果，巩固和拓展了中国特色解决民族问题的正确道路，指明了党的民族工作的前进方向，对强国建设、民族复兴具有重大意义。,邓小平理论,习近平新时代中国特色社会主义理论,马克思主义民族理论,三个代表重要思想,C
444,81894,单选题,4,物质文明与精神文明相协调是中国式现代化的特征之一。坚持铸牢中华民族共同体意识这条主线，就要不断构筑中华民族共有（）。,和谐家园,物质家园,幸福家园,精神家园。,D
444,82059,单选题,4,（）是新时代党的民族工作的主线、是民族地区各项工作的主线。,三个代表思想,科学发展观,铸牢中华民族共同体意识,改革开放思想,C
444,81847,单选题,4,物质文明和精神文明相协调的现代化，是中华民族共同体建设的（）。,鲜明特色和灵感源泉,鲜明特色和重要保障,重要保障和灵感源泉,重要保障和强劲动能,B
444,82016,单选题,4,我国人口最多的少数民族是（）。,蒙古族,藏族,回族,壮族,D
444,81276,单选题,4,铸牢中华民族共同体意识的实践要求是夯实中华民族共同体的（）。,政治基础,政治根基,政治中心,精神基础,A
444,82112,单选题,4,以下选项中，我国少数民族中人口最多的是？（）,壮族,满族,回族,维吾尔族,A
444,82128,单选题,4,以下选项中，民族的传统节日是“三月三”的少数民族是？（）,壮族,傣族,彝族,哈尼族,A
444,82105,单选题,4,习近平总书记在谈到民族工作时提到，要坚持和完善民族区域自治制度，这一制度的核心是什么。,民族自治地方享有高度自治权,各民族一律平等,民族自治地方政府负责本地区事务,国家保障民族自治地方的合法权益,A
444,82136,单选题,4,以下选项中，黄道婆曾经向哪一个少数妇女学习过棉纺织技术？（）,水族,京族,彝族,黎族,D
444,82022,单选题,4,在2021年中央民族工作会议上，总书记还提出，要正确（）的关系。,把握汉族文化和少数民族文化,把握发达地区文化和欠发达地区文化,把握中华文化和各民族文化,把握中华文化和外国文化,C
444,81890,单选题,4,做好新形势下民族工作必须牢牢把握坚持（）这一正确政治方向，坚定不移贯彻党的民族理论政策。,中国社会主义,中国共产党领导,中国特色社会主义,中华民族共同体意识,C
444,82056,单选题,4,2021年中央民族工作会议指出，必须坚决维护国家主权、安全、发展利益，教育引导各民族继承和发扬爱国主义传统，自觉维护祖国统一、国家安全、（）。,民族团结,世界发展,各国交流,社会稳定,D
444,82117,单选题,4,以下选项中，哪一个少数民族主要分布在东北地区？（）,满族,蒙古族,哈萨克族,回族,A
444,81280,单选题,4,从历史视角铸牢中华民族共同体意识，应从各民族的“（）”“共同的历史记忆”进行阐释。,共同历史来源,共同历史渊源,共同历史滥觞,共同历史源头,A
444,81863,单选题,4,铸牢中华民族共同体意识是新时代党的民族工作的（），所有工作要向此聚焦。,“度”,“魂”,“纲”,“领”,C
444,82055,单选题,4,2021年中央民族工作会议提出，促进各民族在理想、信念、情感、文化上的（），守望相助、手足情深。,团结统一,密切交流,分享,发展,A
444,82052,单选题,4,2021年中央民族工作会议指出，在即将开始的全面建设社会主义现代化国家的征程中，（）依然是亟待关注的重点。,民族地区,世界局势,国际关系,国际贸易,A
444,81900,单选题,3,《中华人民共和国国家通用语言文字法》自（）起施行。,36526,36892,37257,,B
444,82121,单选题,4,以下选项中，民族的传统乐器是“冬不拉”的少数民族是？（）,哈萨克族,蒙古族,傣族,彝族,A
444,81893,单选题,4,2023年8月26日，习近平总书记在听取新疆维吾尔自治区党委和政府、新疆生产建设兵团工作汇报时再次强调，铸牢（）是新时代党的民族工作的主线，也是民族地区各项工作的主线。,中国共产党的领导,中华民族共同体意识,团结精神,奋进精神,B
444,82122,单选题,4,以下选项中，民族的传统体育项目是“摔跤”的少数民族是？（）,蒙古族,哈萨克族,傣族,彝族,A
444,81278,单选题,4,聚焦构筑中华民族共有精神家园，以社会主义核心价值观为引领，始终发扬伟大中华民族精神，在增强对中华文化认同的基础上繁荣发展各民族优秀文化，推动（）。,创造性创新和创新性发展,创新性转化和创造性发展,创造性转化和创新性发展,创新性发展和创造性发展,C
444,81852,单选题,4,2021年5月14日，由中央统战部、中央宣传部、教育部、国家民委有关业务部门主办，中国社会科学院民族学与人类学研究所承办的首届铸牢中华民族共同体意识研究论坛在（）举行。,北京,上海,广州,深圳,A
444,81857,单选题,4,两岸同胞同根同源、同文同种，（）是两岸同胞心灵的根脉和归属。,中华文化,两岸文化,近代文化,古代文化,A
444,82069,单选题,4,要将铸牢中华民族共同体意识作为新时代党的民族工作的“（）”，贯穿民族地区经济建设、政治建设、文化建设、社会建设、生态文明建设和党的建设全过程，不断增强中华民族的共同性，切实把党中央决策部署落到实处。,纲,魂,柱,旗,A
444,81876,单选题,4,铸牢中华民族共同体意识、推进新时代党的民族工作高质量发展，是全党全国各族人民的共同（）。,责任,目标,权利,任务,D
444,81904,单选题,3,要正确把握中华文化和各民族文化的关系，各民族优秀传统文化都是中华文化的组成部分，中华文化是()，各民族文化是（)，根深干壮才能枝繁叶茂。,主体 分支,枝叶 主干,主干 枝叶,,C
444,82085,单选题,4,必须高举中华民族大团结旗帜，把推动各民族为全面建设社会主义现代化国家共同奋斗，作为新征程党的民族工作的（）。,第一目标,最高追求,重要任务,政治纲领,C
444,81871,单选题,4,习近平总书记（）3月5日在参加内蒙古代表团审议时强调，不断巩固中华民族共同体思想基础，共同建设伟大祖国，共同创造美好生活。,2022年,2021年,2020年,2019年,A
444,82161,单选题,4,下列选项中，（）是从事农业和最早栽培水稻且使用犁耕的民族，并有着比较完整的耕作体系的。,土家族,傣族,黎族,白族,B
444,82046,单选题,4,民族概念中的“四个共同”是指共同语言、共同地域、共同经济生活、（）。,共同学习,共同创造,共同心理素质,共同发展目标,C
444,82002,单选题,4,新疆维吾尔自治区把每年（）月份定为“民族团结进步教育月”。,2,3,4,5,D
444,82010,单选题,4,全国民族团结进步示范区示范单位命名有效期是（）。,2年,3年,5年,6年,C
444,82153,单选题,4,下列选项中不属于自治机关的自治权的是（）。,国家制度制定权,经济自治权,文化管理自治权,立法自治权,A
444,82005,单选题,4,民族团结进步创建工作总目标是（）。,中华民族一家亲，同心共筑中国梦,民族团结一家亲，同心共筑中国梦,实现铸牢中华民族共同体意识,实现各民族共同发展繁荣,A
444,82013,单选题,4,习近平总书记强调，只要是有利于铸牢中华民族共同体意识的工作就要多做，并且要做深做细做实；只要是不利于铸牢中华民族共同体意识的事情（）。,尽量少做,千万别做,都不能做,坚决不做,D
444,82130,单选题,4,以下选项中，能够解决我国民族问题的重要原则是？（）,民族平等、团结和共同繁荣,民族安全和民族团结,民族团结和民族自治,民族平等和民族自治,A
444,81271,单选题,4,铸牢中华民族共同体意识，需要增强对中华文化的（）。,主动认同,被动认同,自觉认同,自觉自信,C
444,81270,单选题,4,习近平总书记指出：“中华民族多元一体是先人们留给我们的（）也是我国发展的巨大优势。”,丰厚遗产,丰富遗产,文化瑰宝,丰厚宝藏,A
444,82030,单选题,4,我国分别在1992年、（）、2005年、2014年、2021年举行了中央民族工作会议。,1998年,1999年,2000年,2001年,B
444,82012,单选题,4,中华民族精神包括伟大创造精神、伟大奋斗精神、伟大（）精神、伟大梦想精神。,友谊,友爱,团结,和谐,C
444,81849,单选题,4,铸牢中华民族共同体意识，要完整准确全面把握习近平总书记关于加强和改进民族工作的重要思想，坚定不移把党的关于铸牢中华民族共同体意识的战略部署落到实处。要加强和完善党的全面领导，深刻领悟“两个确立”的决定性意义，增强“四个意识”、坚定“四个自信”、做到“两个维护”，把党的领导贯穿民族工作全过程。1.,十九大,十八大,二十大,十七大,C
444,81880,单选题,4,从中华优秀传统文化中汲取精神动力、（）、在坚持和发展中国特色社会主义中铸牢中华民族共同体意识是铸牢中华民族共同体意识的三重向度。,以马克思主义原理为指导,以中国化时代化的马克思主义为科学理论指导,以列宁主义为指导,以马克思列宁主义为指导,B
444,82058,单选题,4,习近平总书记关于加强和改进民族工作的重要思想，是坚持“两个结合”，实现马克思主义民族理论中国化时代化的最新成果，是新时代新征程党的民族工作履行新使命、完成新任务的（），具有重大政治意义、理论意义、实践意义。,思想武器,政治武器,军事武器,文化武器,A
444,82159,单选题,4,下列选项中指的是民族政策中的法律政策的是（）。,对于少数民族地区应该给予特别支持和帮助，在财政、税收、金融、产业等方面予以资金和政策上的支持,加强少数民族自治地区的法制建设，考虑民族文化传统和民族习惯制度，在民族自治地方实施有利于促进民族团结的法律规定,对于民族的文化遗产应该予以严格保护、传承和发扬，对于民族的传统艺术、文学、文化活动应该予以鼓励和推广,对于少数民族地区应该加大教育投入，加强对少数民族教育的支持和帮助，鼓励和支持民族语言的教学和使用,B
444,82129,单选题,4,以下选项中，民族的传统节日是“赛马节”的少数民族是？（）,藏族,哈萨克族,傣族,彝族,A
444,82087,单选题,4,习近平总书记指出，中华民族共同体意识是国家统一之基、民族团结之本。这一论述强调了民族团结的重要性。以下哪个选项符合这一观点。,各族人民亲如一家，是实现中华民族伟大复兴的中国梦的重要体现,坚持和完善民族区域自治制度是做好民族工作的重要保障,铸牢中华民族共同体意识是新时代党的治疆方略的核心要义,加强和改进党的民族工作是做好民族工作的关键,A
444,81845,单选题,4,人口规模巨大的现代化，是中华民族共同体建设的()。,超大动能和根本保障,超大动能和强大根基,强大根基和根本保障,强大根基和根本要求,B
444,82004,单选题,4,新疆维吾尔自治区民族团结进步模范区创建条例（）开始实行。,2015年12月31日起,2016年1月1日起,2021年3月1日起,2021年2月25日起,C
444,82000,单选题,4,中央第四次民族工作会议对于民族区域自治制度在新的历史条件下应当如何坚持和完善，提出了一些全新的提法。其中，提出要“坚持民族因素和（）因素相结合”。,文化,身份,区域,政治,C
444,81275,单选题,4,中华民族共同体意识是中国历史发展的（）。,必然产物,必然结果,最终结果,最终产物,A
444,82034,单选题,4,党的民族工作创新发展要重点把握好“四个关系”，“四个关系”的具体内容是指：共同性和差异性的关系、中华民族共同体意识和各民族意识的关系、中华文化和各民族文化的关系、（）。,物质和精神的关系,整体和部分的关系,经济和文化的关系,现状和将来的关系,A
444,82162,单选题,4,下列选项中符合我国少数民族分布的总特点的是（）。,大杂居、小聚居、交错杂居,主要分布在东北地区,主要分布在西北地区,主要分布在中部地区,A
444,81284,单选题,4,要增强对中华文化的认同，让各族群众自觉了解中华优秀传统文化的价值，确立起对中国特色社会主义文化的自信，使中华文化成为实现民族复兴的（）。,强大精神支柱,强大精神奠基,强大精神基础,强大精神支撑,A
444,81861,单选题,4,习近平总书记在2019年全国民族团结进步表彰大会上强调，要以铸牢中华民族共同体意识为主线，全面贯彻党的民族理论和民族政策，坚持共同团结奋斗、（）。,共同和平发展,共同努力发展,共同繁荣发展,共同进步发展,C
444,81846,单选题,4,全体人民共同富裕的现代化，是中华民族共同体建设的（）,经济基础和基本要求,经济基础和核心任务,经济基础和本质要求,本质要求和核心任务,C
444,81883,单选题,4,我们要深刻认识到，铸牢中华民族共同体意识是维护各民族根本利益的（）、是实现中华民族伟大复兴的（）、是巩固和发展平等团结互助和谐社会主义民族关系的（）、是党的民族工作开创新局面的（）。,主要要求,必要手段,必然结果,必然要求,D
444,82119,单选题,4,以下选项中，民族的传统节日是“泼水节”的少数民族是？（）,傣族,彝族,藏族,哈尼族,A
444,82064,单选题,4,中华民族大团结是以（）全面推进中华民族伟大复兴的前提和基础，强国建设、民族复兴的进程，必然是各民族广泛交往交流交融的过程，必然是各民族共同团结奋斗、共同繁荣发展的过程。,两个一百年奋斗目标,全面小康,人类命运共同体,中国式现代化,D
444,81853,单选题,4,（）是中国特色社会主义最本质的特征，也是铸牢中华民族共同体意识的根本制度优势。,人民代表大会制度,中国共产党领导,民族区域自治制度,基层群众自治制度,B
444,82165,单选题,4,下列选项所示职权中，（）属于中央民族事务委员会。,负责领导和协调全国民族工作，加强对少数民族地区政策支持和指导,在各级地方政府内设置民族办公室，配合中央民族事务委员会开展工作,制定有关少数民族的政策措施,在各少数民族自治地方政府内设置民族事务委员会,A
444,81272,单选题,4,文化自信基于（）。,文化认同,历史认同,文化自觉,历史自觉,A
444,82113,单选题,4,以下选项中，哪个少数民族主要分布在云南省？（）,傣族,蒙古族,壮族,维吾尔族,A
444,82043,单选题,4,在（）会议后，中共中央、国务院印发了《关于加强和改进新形势下民族工作的意见》。,1999年第二次会议,2005年第三次会议,2014年第四次会议,2021年第五次会议,C
444,81914,单选题,3,我国设立的三级民族自治地方分别是（）。,自治区、自治州、自治县（旗）,自治州、自治县（旗）、自治乡,自治区、自治州、自治乡,,A
444,82142,单选题,4,下列选项中有关少数民族的制度为（）。,基层群众自治制度,人民代表大会制度,民族区域自治制度,多党合作和政治协商制度,C
444,82054,单选题,4,2021年中央民族工作会议内容非常丰富，涵盖对过去工作的总结、对当前形势的研判及（）。,对世界的判断,与周边国家的合作,对未来工作的安排,对时局的把握,C
444,82020,单选题,4,习近平总书记鲜明指出：铸牢中华民族共同体意识，就是要引导各族人民牢固树立（）的共同体理念。,齐头并进、开拓创新、不怕牺牲、奋勇前进,休戚与共、荣辱与共、生死与共、命运与共,以强扶弱、循序渐进、开放包容、和谐共存,携手奋进、勇于开拓、抱团发展、开创未来,B
444,82138,单选题,4,下列选项中（）不是我国社会主义新型民族关系。,相等,平等,团结,互助和谐,A
444,82160,单选题,4,下列选项中（）指的是民族政策中的文化政策。,对于少数民族地区应该给予特别支持和帮助，在财政、税收、金融、产业等方面予以资金和政策上的支持,对于人口较少的少数民族地区，应该采取措施鼓励生育，并采取措施保障少数民族人口的合法权益,对于民族的文化遗产应该予以严格保护、传承和发扬，对于民族的传统艺术、文学、文化活动应该予以鼓励和推广,对于少数民族地区应该加大教育投入，加强对少数民族教育的支持和帮助，鼓励和支持民族语言的教学和使用,C
444,82074,单选题,4,推动新时代党的民族工作高质量发展需以（）为统领，不断提高做好新时代党的民族工作的能力水平。,经济建设,文化建设,政治建设,组织建设,C
444,82135,单选题,4,以下选项中，民族服饰品种最多的少数民族是？（）,彝族,白族,苗族,瑶族,C
444,82079,单选题,4,要牢牢把握铸牢中华民族共同体意识这一主线，扎实推进少数民族和民族地区现代化建设，牢固树立正确的（），更好促进各民族广泛交往交流交融，推动新时代党的民族工作高质量发展。,中华民族人生观,中华民族价值观,中华民族民族认同,中华民族历史观,D
444,81273,单选题,4,中华文化集中国各民族文化之大成，各民族文化是构筑中华民族共有精神家园的（）。,内涵,核心,根基,基础,D
444,82065,单选题,4,党的十八大以来，以习近平同志为核心的党中央站在实现中华民族伟大复兴的战略高度，谋划和部署新时代党的民族工作，提出“铸牢中华民族共同体意识”这一重大决策部署，并将其确立为新时代党的民族工作和民族地区各项工作的（）。,主线,重要任务,战略纲领,次要任务,A
444,82137,单选题,4,以下选项中，特别讲究药膳的少数民族是？（）,羌族,白族,苗族,黎族,A
444,81896,单选题,4,习近平总书记关于铸牢中华民族共同体意识的重要论断，反映了中华民族的历史内涵、发展规律和现实诉求，是马克思主义民族理论中国化的最新成果，是当代中国的（）。,重大国是,最终目标,最新要求,最大成果,A
444,82029,单选题,4,2021年中央民族工作会议明确了以铸牢中华民族共同体意识为主线推进新时代党的民族工作高质量发展的指导思想、战略目标、重点任务、（）。,工作顺序,政策举措,工作方式,国家方针,B
444,82109,单选题,4,习近平总书记指出，要深入实施区域协调发展战略，推动民族地区加快发展。以下哪个不属于区域协调发展战略的内容。,支持民族地区基础设施建设,加强生态环境保护,扩大民族地区对外开放,限制民族地区人口流动,D
444,82097,单选题,4,习近平总书记强调，要加强少数民族干部培养选拔工作，使他们成为推动民族地区发展的中坚力量。以下哪项不是少数民族干部培养选拔的原则。,德才兼备原则,公平公正原则,照顾特殊原则,竞争择优原则,C
444,82084,单选题,4,中华民族大团结是以中国式现代化全面推进中华民族伟大复兴的（），强国建设、民族复兴的进程，必然是各民族广泛交往交流交融的过程，必然是各民族共同团结奋斗、共同繁荣发展的过程。,前提和基础,前提和根本,本质和基础,本质和前提,A
444,81895,单选题,4,铸牢中华民族共同体意识是习近平总书记作出的重大原创性论断，是马克思主义民族理论中国化的（），是新时代民族工作的（）。,最新成果；最大主线,必要成果；鲜明主线,最新成果；鲜明主线,必要成果；最大主线,C
444,82150,单选题,4,下列选项中（）指的是保障权益原则。,任何一个民族都应该在政治、经济、文化、教育等方面享受与其他民族平等的待遇,各民族之间应该相互促进团结友好关系，共同维护国家的统一和社会稳定,针对不同民族的文化、风俗、习惯和传统应该予以尊重、保护和维护其合法权益,对于人口较少、经济发展较落后的少数民族地区应该基于特别支持和帮助，优先发展,C
444,82158,单选题,4,下列选项中（）指的是民族政策中的经济政策。,对于少数民族地区应该给予特别支持和帮助，在财政、税收、金融、产业等方面予以资金和政策上的支持,对于人口较少的少数民族地区，应该采取措施鼓励生育，并采取措施保障少数民族人口的合法权益,对于民族的文化遗产应该予以严格保护、传承和发扬，对于民族的传统艺术、文学、文化活动应该予以鼓励和推广,对于少数民族地区应该加大教育投入，加强对少数民族教育的支持和帮助，鼓励和支持民族语言的教学和使用,A
444,81886,单选题,4,要着眼建设中华民族现代文明，不断构筑中华民族共有精神家园。必须顺应中华民族（）的发展大趋势。,从历史走向未来,从传统走向现代,从多元凝聚为一体,以上都是,D
444,82127,单选题,4,以下选项中，民族的传统节日是“沐浴节”的少数民族是？（）,藏族,傣族,彝族,哈尼族,A
444,81279,单选题,4,从（）理解铸牢中华民族共同体意识。一部中国史，就是一部各民族交融汇聚成多元一体的历史。,时代方面,历史方面,时代纬度,历史维度,D
444,81282,单选题,4,以共同富裕作为铸牢中华民族共同体意识的具体实践，利用（），鼓励少数民族参与地区协作，优化资源配置，加快建设全国统一大市场，实现中华民族整体的繁荣富强和高质量发展。,地区合作平台,地域合作平台,民族合作平台,区域合作平台,D
444,81277,单选题,4,聚焦深化各民族交往交流交融，尊重差异、包容多样、增进一体，创造各族群众（）的社会条件，让各民族在中华民族大家庭中手足相亲、守望相助。,共住、共学、共事、共乐,共居、共学、共事、共乐,共居、共习、共事、共乐,共住、共习、共事、共乐,B
444,82041,单选题,4,2021年中央民族工作会议主题是（）。,以铸牢中华民族共同体意识为主线推动新时代党的民族工作高质量发展。,加强各民族的大团结，为建设有中国特色的社会主义携手前进”。,加快少数民族和民族地区经济发展和社会进步”,“以科学发展观统领民族工作，促进民族地区和谐发展”,A
444,81283,单选题,4,我们灿烂的文化是各民族共同创造的，我们（）是各民族共同培育的。,多样的精神,奋斗的精神,卓越的精神,伟大的精神,D
444,82040,单选题,4,21世纪召开的新阶段第一次民族工作会议是（）。,1992年中央民族工作会议,1999年中央民族工作会议,2005年中央民族工作会议,2021年中央民族工作会议,C
444,82092,单选题,4,习近平总书记指出，要加快培养一支懂理论、懂政策、懂方法，善于联系群众的高素质专业化干部队伍。这为新时代加强民族干部队伍建设指明了方向。以下哪个选项符合这一观点。,注重选拔优秀年轻干部充实到民族工作岗位上来,加强对少数民族干部的培养教育和选拔任用工作力度,加大对边远贫困地区和边境地区民族干部的培训力度,建立科学的考核评价机制激励优秀人才脱颖而出,A
444,82107,单选题,4,习近平总书记提出，要深入贯彻党的民族政策，加强和改进少数民族和民族地区工作，关键在于什么。,发展经济,教育引导,法治保障,文化传承,A
444,82086,单选题,4,2023年关于加强和改进民族工作的重要思想研讨会21日在京召开，中共中央政治局常委、全国政协主席王沪宁出席并讲话。他表示，要深入贯彻习近平新时代中国特色社会主义思想和（  ）精神。,党的二十大,改革开放,五四,井冈山,A
444,82081,单选题,4,习近平总书记在《铸牢中华民族共同体意识 推进新时代党的民族工作高质量发展》中提到，继续推进中华民族通史、中华民族交往交流交融史编纂工作，编好用好《中华民族共同体概论》等教材，做好文物古籍发掘、整理、利用工作。注重激发广大专家学者的积极性主动性（），加强青年专家学者的培养，为他们把好方向、搭建平台、创造机会，鼓励他们潜心钻研、厚积薄发，推出立足中国历史、解读中国实践、回答中国问题的原创性理论成果。,服从性,创造性,独特性,权威性,B
444,82049,单选题,4,习近平总书记提出:全党全国各族人民为实现全面建成社会主义现代化强国的第二个百年奋斗目标而团结奋斗。这句话出自哪次中央民族工作会议？,1999年第二次中央民族工作会议,2005年第三次中央民族工作会议,2021年第五次中央民族工作会议,2014年第五次中央民族工作会议,C
444,82103,单选题,4,习近平总书记强调，要坚持依法治藏、富民兴藏、长期建藏、凝聚人心、夯实基础的方针，推动西藏经济社会发展和长治久安。以下哪项不属于依法治藏的措施。,加强法制宣传教育,完善法律法规体系,严格执法司法公正,忽视民族习惯和宗教信仰自由,D
444,82028,单选题,4,习近平总书记指出，党的民族工作创新发展，就是要（），调整过时的，更好保障各民族群众合法权益。,坚持正确的,坚持合理的,坚持合适的,坚守合理的,A
444,81285,单选题,4,要把建设各民族共有精神家园作为（）来抓，在各民族中大力弘扬社会主义核心价值观。,战略目标,战略重点,战略任务,战略关键,C
444,81860,单选题,4,铸牢中华民族共同体意识是新时代党的民族工作的（）。,指南,主线,遵循,根本,B
444,82019,单选题,4,此前四次中央民族工作会议，分别在（）年召开？,1991年、1998年、2004年、2013年,1992年、1999年、2005年、2014年,1993年、2000年、2006年、2015年,1994年、2001年、2007年、2016年,B
444,81858,单选题,4,（）是我国高等教育的重要组成部分，在推动各民族文化传承保护和创新交融方面发挥着重要作用。,民族高校,民族自治机构,少数民族自治区,少数民族文化,A
444,82061,单选题,4,习近平总书记指出，要立足中华民族（），加强中华民族共同体理论体系建设。,传统文化,悠久历史,古书典籍,儒道精神,B
444,82110,单选题,4,2022年7月，习近平总书记在视察新疆时强调，要铸牢中华民族共同体意识，促进各民族（ ）。,交往,交流,交融,以上都是,D
444,81870,单选题,4,坚持和完善民族区域自治制度是铸牢中华民族共同体意识的（）基础。,文化,经济,政治,思想,C
444,82100,单选题,4,习近平总书记在中共中央政治局第九次集体学习时指出，铸牢中华民族共同体意识，需要构建科学完备的中华民族共同体理论体系。要立足（），把马克思主义民族理论同中国具体实际相结合、同中华优秀传统文化相结合，遵循中华民族发展的历史逻辑、理论逻辑，科学揭示中华民族形成和发展的道理、学理、哲理。,人类命运共同体理论,中国先进现代科技,中华民族悠久历史,中华民族大团结,C
444,81872,单选题,4,改革开放特别是党的（）以来，我们党强调中华民族大家庭、中华民族共同体、铸牢中华民族共同体意识等理念，既一脉相承又与时俱进。,十六大,十七大,十八大,十九大,C
444,82051,单选题,4,2021年中央民族工作会议在几个时间节点上召开，具有深远意义。下列不属于该时间节点的是（）,中国共产党成立一百周年之际,“两个一百年”奋斗目标的历史交汇期,中华民族伟大复兴的关键时期,美国打响中美贸易战,D
444,82139,单选题,4,下列选项中（）是民族团结的政治基础。,各民族共同繁荣,民族平等,国家统一,领土完整,B
444,82082,单选题,4,精神家园构筑必须久久为功。要面向各族群众加强党的理论和路线方针政策教育，加强党史、新中国史、改革开放史、社会主义发展史、中华民族发展史宣传教育，用共同理想信念凝心铸魂，深入培育和践行（）。,人类命运共同体理念,马克思主义民族理论,社会主义核心价值观,习近平新时代中国特色社会主义理论,C
444,81891,单选题,4,加强民族团结，要坚决反对（）和（）“两个主义”。 大汉族主义和狭隘民族主义。,大汉族主义；狭隘民族主义,极端主义；个人主义,分裂主义；极端主义,个人主义；狭隘民族主义,A
444,82155,单选题,4,下列选项中（）为“一正二耳”“三坊一照壁”“四合五天井”的民居。,晋陕民居,湘西民居,白族民居,江浙民居,C
444,82006,单选题,4,民族团结进步创建工作总要求：（）。,人文化,实体化,大众化,以上都是,D
