question,options,right_answer
"要依靠科技进步,提高()素质,促进国民经济更高质量、更有效率、更加公平、更可持续发展.","['劳动者', '管理者', '服务者', '生产者']",['劳动者']
"对马克思主义的信仰,对社会主义和共产主义的信念,是共产党人的()","['政治灵魂', '精神支柱', '政治底线', '道德底线']",['政治灵魂']
"从十九大到二十大,是“两个一百年”奋斗目标的().","['决胜期', '奋斗期', '历史交汇期', '上升期']",['历史交汇期']
"促进新型工业化、信息化、城镇化、农业现代化同步发展,建设社会主义新农村,走中国特色新型()道路,建设创新型国家和世界科技强国.","['现代化', '信息化', '工业化', '法制化']",['工业化']
"党组织对党员作出处分决定,应当实事求是地查清事实.处分决定所依据的事实材料和处分决定必须(),听取本人说明情况和申辩.","['同本人所在的基层组织见面', '同本人所在的基层组织中的党员见面', '同本人见面', '同本人所在的基层组织领导见面']",['同本人见面']
"我们党要领导全国各族人民实现社会主义现代化的宏伟目标,必须紧密围绕()加强和改进党的建设","['党的基本纲领', '党的基本路线', '党的基本方针', '党的基本理论']",['党的基本路线']
"在推动绿色发展,加快建立绿色生产和消费的法律制度和政策导向,应构建()导向的绿色技术创新体系,发展绿色金融.","['政策', '市场', '经济', '生态']",['市场']
"经济合作是金砖机制的基础.我们应该紧紧围绕这条主线,落实《金砖国家经济伙伴战略》,推动各领域合作机制化、实心化,不断提升金砖合作含金量","['正确', '错误']",['错误']
进一步发展和壮大由全体社会主义劳动者、社会主义事业的建设者、拥护社会主义的爱国者、拥护祖国统一和致力于中华民族伟大复兴的爱国者组成的()的爱国统一战线.,"['最大', '最团结', '最广泛', '最广阔']",['最广泛']
"在党组织讨论决定对党员的党纪处分或作出鉴定时,下列说法中正确的是()","['本人无权参加和进行申辩', '其他党员不得为他作证或辩护', '本人有权参加和进行申辩,其他党员可以为他作证和辩护', '本人无权参加和进行申辩,其他党员可以为他作证和辩护']","['本人有权参加和进行申辩,其他党员可以为他作证和辩护']"
"全面增强执政本领,下列不属于八方面“增强”执政本领的是().","['增强政治领导本领', '增强科学发展本领', '增强改革发展本领', '增强科学创新本领']",['增强科学创新本领']
"九十六年来,为了实现中华民族伟大复兴的历史使命,中国共产党初心不改、矢志不渝.实现伟大梦想,必须进行伟大斗争.社会是在矛盾运动中前进的,有矛盾就会有斗争.","['正确', '错误']",['正确']
"《习近平在纪念马克思诞辰200周年大会上的讲话》中提到,动员全社会力量推进生态文明建设,共建()中国,让人民群众在绿水青山中共享自然之美、生命之美、生活之美","['美丽', '和谐', '和平', '自由']",['美丽']
创新是建设现代化经济体系的战略支撑.,"['正确', '错误']",['正确']
"习近平在知识分子、劳动模范、青年代表座谈会上的讲话指出劳动人民是国家的主人,青年是中国特色社会主义事业接班人.","['正确', '错误']",['正确']
".党员在受到撤销党内职务处分后的()内,不得让其在党内担任和向党外推荐担任与其原职务相当或高于原职务的工作.","['半年', '一年', '两年', '三年']",['两年']
"依靠人民群众创造伟业,关键是在思想上牢固树立人民群众的领导地位","['正确', '错误']",['错误']
"中国共产党领导人民发展社会主义民主政治.坚持()、人民当家作主、依法治国有机统一,走中国特色社会主义政治发展道路.","['党的领导', '物质生产', '精神文明建设', '群众路线']",['党的领导']
"人与自然是生命共同体,人类必须尊重自然、顺应自然、保护自然.人类只有遵循自然规律才能有效防止在开发利用自然上走弯路,人类对大自然的伤害最终会伤及人类自身,这是无法抗拒的规律.","['正确', '错误']",['正确']
"在新世纪新时代,经济和社会发展的目标是,到新中国成立100年时,全面建成小康社会,到建党100年时,全面建成社会主义现代化强国","['正确', '错误']",['错误']
国际工程与技术科学院理事会是国际工程科技界最重要的学术组织,"['正确', '错误']",['正确']
党中央权威和集中统一领导最关键的是政治领导,"['正确', '错误']",['正确']
海洋经济就是陆海经济一体化,"['正确', '错误']",['正确']
"2016年10月21日,习近平总书记在中国工农红军长征胜利()周年会议上发表重要讲话.","['80', '90', '85', '95']",['80']
"中方将结合“一带一路”国际合作高峰论坛成果落实,同有关国家在基础设施互联互通、产能合作、科技创新等领域开展合作","['正确', '错误']",['正确']
"中国特色社会主义最本质的特征是中国共产党领导,中国特色社会主义制度的最大优势是中国共产党领导.","['正确', '错误']",['正确']
中国梦的实质是(),"['国家富强', '民族振兴', '人民幸福', '以上都是']",['以上都是']
我们国家生存发展的政治基石是()①坚持社会主义道路②坚持人民民主专政③坚持人民代表大会制度④坚持中共的领导⑤坚持马克思列宁主义毛泽东思想,"['①②③④', '①②④⑤', '②③④⑤', '①③④⑤']",['①②④⑤']
"习近平在二○二二年新年贺词中指出,党的十九届六中全会通过了党的第三个历史决议.百年成就使人振奋,百年经验给人启迪.我曾谈到当年毛主席与黄炎培先生的“窑洞对”,我们只有勇于自我革命才能赢得历史主动.中华民族伟大复兴绝不是轻轻松松、敲锣打鼓就能实现的,也绝不是一马平川、朝夕之间就能到达的.我们要常怀远虑、居安思危,保持战略定力和耐心,“致广大而尽精微”.","['正确', '错误']",['正确']
"广大文艺工作者要坚持以强烈的现实主义精神和浪漫主义情怀,观照人民生活、命运、情感,表达人民的心愿、心情、心声.","['正确', '错误']",['正确']
"要着力解决突出环境问题,构建()为主导、()为主体、()共同参与的环境治理体系.积极参与全球环境治理,落实减排承诺.","['政府企业社会组织和公众', '企业政府社会组织和公众', '政府社会组织和公众企业', '企业社会组织和公众政府']",['政府企业社会组织和公众']
实践的观点、生活的观点是马克思主义认识论的基本观点,"['正确', '错误']",['正确']
党的()大制定了党纲,"['一', '二', '三', '四']",['一']
"十九大报告指出,我国经济已由()增长阶转向()阶段.","['中高速；高速发展', '高速；高质量发展', '中速；中高速发展', '中高速；高质量发展']",['高速；高质量发展']
"《党章》规定,党员必须密切联系群众,向群众宣传党的主张,遇事同群众商量,及时向党反映群众的意见和要求,维护().","['群众的正当利益', '群众的全部利益', '群众的利益', '.群众的所有利益']",['群众的正当利益']
"形成以城市群为主体构建大中小城市和小城镇协调发展的城镇格局,加快农业转移人口().","['城市化', '市民化', '城镇化', '文明化']",['市民化']
"党的作风是党的形象,是观察党群干群关系、人心向背的晴雨表","['正确', '错误']",['正确']
"“天命不足畏,天道不足惧,祖宗不足法”表现了中华民族的","['不懈奋斗精神', '変革求新精神', '坚贞刚毅精神', '不屈不挠精神']",['変革求新精神']
"党的()大指出,坚持和发展中国特色社会主义是一项艰巨的历史任务,必须准备进行具有许多新的历史特点的伟大斗争","['十八', '十九', '十六', '十七']",['十八']
中国一个有着5000多年文明、56个民族、()亿多人口的大国,"['10', '11', '12', '13']",['13']
"“十三五”时期,中国将大力实施(),发展积极向上的网络文化,拓展网络经济空间,促进互联网和经济社会融合发展.","['网络强国战略', '国家大数据战略', '“互联网+”行动计划', '以上都是']",['以上都是']
"()年前,习近平曾经访问过英国,到了伦敦、牛津、格拉斯哥、爱丁堡等地","['19', '20', '21', '22']",['21']
"我国坚持互利共赢的开放战略,不断拓展同世界各国的合作,积极参与全球治理,在更多领域、更高层面上实现合作共赢、共同发展,不依附别人、更不掠夺别人,同各国人民一道努力构建()命运共同体.","['世界', '人类', '中国', '各国']",['人类']
"()是当代中国是鲜明标志和活力源泉,是发展中国特色社会主义的必由之路","['改革开放', '理论创新', '依法治国', '文化强国']",['改革开放']
"全国各党派、各团体、各民族、各阶层、各界人士要紧密团结在党中央周围,增强“四个意识”,坚定“四个自信”,万众一心向前进","['正确', '错误']",['正确']
"要按照十六大、十七大、十八大提出的全面建成小康社会各项要求,紧扣我国社会主要矛盾变化,统筹推进经济建设、政治建设、文化建设、社会建设、()、创新驱动发展战略、乡村振兴战略、区域协调发展战略、可持续发展战略、军民融合发展战略.","['主导型经济发展战略', '产业技术创新战略', '人力资源优先开发战略', '生态文明建设战略']",['生态文明建设战略']
科技创新是解决我国一切问题的基础和关键,"['正确', '错误']",['错误']
文艺的性质决定了它必须以反映时代精神为使命.,"['正确', '错误']",['正确']
"以保障和改善民生为重点,解决好人民最关心、最直接、最现实的().","['现实利益', '既得利益', '.利益问题', '现实问题']",['.利益问题']
“生态文明是自然、人、社会价值的生态定位和选择”是以下面哪个视角在对生态文明进行界定？(),"['世界演化图景的视角', '价值论视角', '社会文明的研究视角', '文化形态的视角']",['价值论视角']
"预备党员的预备期,从()他为预备党员之日算起.","['支部大会通过', '支部大会讨论', '支部大会上报', '支部大会接受']",['支部大会通过']
实施乡村振兴战略需要构建现代农业产业体系、生产体系、经营体系.,"['正确', '错误']",['正确']
"是全党必须遵守的行为准则,是做合格党员、干部的基本条件.","['党的宗旨', '党的纪律', '党员义务', '党员权利']",['党的纪律']
"党的()全会提出,要在重大创新领域组建一批国家实验室,这是一项对我国科技创新具有战略意义的举措.","['十一届五中', '十三届五中', '十八届五中']",['十三届五中']
()是中国对外经济往来的重要通道.,"['北海', '南海', '红海', '东海']",['南海']
"习近平在纪念红军长征胜利80周年大会上的讲话上强调,要始终把()立场作为根本政治立场","['政治', '国家', '人民', '经济']",['人民']
"这些年来,在一些地方和单位,“四风”问题越积越多,政治生态和社会环境受到污染,根子就在没有做到位.","['群众路线', '民主集中制', '批评与自我批评', '从严治党']",['从严治党']
优秀传统文化是中华民族的根与魂,"['正确', '错误']",['正确']
政协全国委员组成人员不包括以下(),"['在华工作的外籍人士', '中国共产党', '台湾同胞代表', '无党派人士']",['在华工作的外籍人士']
"2017年闭幕的联合国发展峰会制定了()年后发展议程.习近平总书记指出,我们要将承诺变为行动,共同营造人人免于匮乏、获得发展","['2013', '2014', '2015', '2016']",['2015']
马克思主义第一次创立了人民实现自身解放的思想体系,"['正确', '错误']",['正确']
"党的十八届五中全会提出要实现“十三五”时期发展目标,必须把发展基点放在","['改革', '创新', '开放', '加快建设自由贸易区']",['创新']
下次哪项不是我国的发展趋势？(),"['工业化', '信息化', '农业现代化', '数字化']",['数字化']
十九大报告提出的四个“伟大”是(),"['伟大斗争,伟大工程,伟大事业,伟大梦想', '伟大斗争,伟大梦想,伟大事业,伟大未来', '伟大斗争,伟大工程,伟大未来,伟大事业', '伟大事业,伟大工程,伟大未来,伟大斗争']","['伟大斗争,伟大工程,伟大事业,伟大梦想']"
()的核心是正确处理经济发展与环境保护的关系.,"['低碳发展', '绿色发展', '循环发展', '生态发展']",['绿色发展']
依法执政是党领导人民治理国家的基本方式.,"['正确', '错误']",['错误']
"“大道之行也,天下为公.”和平、发展、公平、正义、民主、自由,是全人类的共同价值,也是()国的崇高目标","['联合', '英', '美', '法']",['联合']
"《习近平在纪念马克思诞辰200周年大会上的讲话》中提到,要坚持以()为中心的发展思想,抓住人民最关心最直接最现实的利益问题,","['国家', '公民', '世界', '人民']",['人民']
()发展社会主义文艺；推动文化事业和文化产业发展,"['快速', '繁荣', '持续', '继续']",['繁荣']
()国政府的作用是为企业争取和创造良好的政治环境和公平的制度框架.,"['美', '中', '俄', '法']",['中']
"中国共产党在社会主义初级阶段的基本路线是：领导和团结全国各族人民,以经济建设为(),坚持四项基本原则,坚持改革开放,自力更生,艰苦创业,为把我国建设成为富强民主文明和谐美丽的社会主义现代化强国而奋斗.","['核心', '中心', '方向', '目标']",['中心']
我国的军事动员能力排名世界第().,"['3', '2', '1', '4']",['1']
"邓小平同志在()年党的八届一中全会当选中共中央政治局常委,中共中央总书记","['1955', '1956', '1957', '1958']",['1956']
"《习近平在纪念马克思诞辰200周年大会上的讲话》中提到,我们要坚定不移走中国特色社会主义政治发展道路,实现坚持党的领导、()、依法治国有机统一","['依法执政', '人民当家作主', '从严治党', '深化改革']",['人民当家作主']
"习近平总书记在讲话上表示,2015年是中英全面战略伙伴关系第二个10年的开局之年,也是中欧建交()周年","['30', '40', '50', '60']",['40']
"双方不冲突不对抗,相互尊重,合作共赢,是中国外交政策的优先方向","['正确', '错误']",['正确']
"不断推进“一国两制”,符合国家()利益和香港、澳门的()利益","['根本；长远', '基本；长远', '人民；根本', '公民；根本']",['人民；根本']
"习近平总书记在第十八届中央纪律检查委员会第六次全体会议上的讲话上强调,夺取全面建成小康社会决胜阶段的伟大胜利,关键在().","['社会', '国家', '人民', '党']",['党']
"实现“两个一百年”奋斗目标,必须坚定不移把发展作为党执政兴国的第一要务.","['正确', '错误']",['正确']
"党的十九大报告中,新时代党的建设总要求包括把党的()建设摆在首位.","['经济', '政治', '文化', '生态文明']",['政治']
发展是硬道理是解决所有问题的关键,"['正确', '错误']",['正确']
"在新的历史条件下,我们党面临着精神懈怠、能力不足、()、消极腐败“四大危险”.","['贪污腐败', '脱离群众', '思想堕落', '执政经验欠缺']",['脱离群众']
"()实施市场准入负面清单制度,清理废除妨碍统一市场和公平竞争的()规定和做法,支持民营企业发展,激发各类市场主体活力.","['全面；各种', '部分；有关', '在条件成熟地区；所有', '基本；全部']",['全面；各种']
"2018年8月30日,习近平给中央美术学院8位老教授回信.习近平在信中强调：美术教育是()的重要组成部分,对塑造美好心灵具有重要作用.","['德育', '美育', '智育', '体育']",['美育']
"基本实现社会主义现代化后我国人民将生活更为宽裕,低等收入群体比例明显提高.","['正确', '错误']",['错误']
()是中国人民抗日战争胜利的重要法宝,"['坚持不懈', '中共的领导', '全民族抗战', '国共合作']",['全民族抗战']
".党的各级委员会实行集体领导和个人分工负责相结合的制度.凡属重大问题都要按照集体领导、民主集中、()、会议决定的原则,由党的委员会集体讨论,作出决定.","['个别酝酿', '个别商谈', '私下酝酿', '特别酝酿']",['个别酝酿']
"十八大以来的五年,脱贫攻坚战取得决定性进展,六千多万贫困人口稳定脱贫,贫困发生率从百分之十点二下降到()以下.","['百分之六', '百分之五', '百分之四', '百分之三']",['百分之四']
"调整经济结构,转变经济发展(),推进供给侧结构性改革.","['方向', '规范', '.模式', '方式']",['方式']
"我们既为()亿人民脱贫而深受鼓舞,也为8亿多人仍在挨饿而深为担忧.","['10', '11', '12', '13']",['11']
"以城市群为主体构建大中小城市和小城镇协调发展的城镇格局,加快农业转移人口市民化.","['正确', '错误']",['正确']
中国在合作中坚持发展为民、务实高效.中国坚持把中非人民利益放在首位,"['正确', '错误']",['正确']
"五四运动源于北大,爱国、进步、民主、科学的五四精神始终激励北大师生同人民一起开拓、同祖国一起奋斗.","['正确', '错误']",['正确']
"在着力解决突出环境问题种,我们应坚持全民共治,源头防治,持续实施大气污染防治活动,为此我们应该努力构建的环境治理体系是()","['企业为主导,政府为辅助,社会组织和公众共同参与', '政府为主导,企业为主体,社会组织和公众共同参与', '市场为主导,企业为主体,社会组织和公众共同参与', '政府为主导,市场为主体,社会组织和公众共同参与']","['政府为主导,企业为主体,社会组织和公众共同参与']"
"党章总纲明确提出“坚持党要管党、从严治党”,这是党的建设的根本方针.","['正确', '错误']",['正确']
"继承(),发展社会主义先进文化,提高国家文化软实力","['优秀传统文化', '传统文化', '革命文化', '中华民族优秀传统文化']",['革命文化']
"习近平总书记强调,人民政协贯彻落实中共中央决策部署,坚持团结和()两大主题,围绕中心、服务大局.","['爱国', '民主', '敬业', '自由']",['民主']
人民解放军需有效履行()军队().,"['新世纪新阶段历史使命', '新时代使命任务', '新时代历史使命', '新世纪新阶段使命任务']",['新时代使命任务']
"据有关报道,()核电站成为中俄核能合作的典范项目,中俄东线天然气管道项目进展顺利.","['船湾', '海港', '空港', '田湾']",['田湾']
"在十九大报告中,“人民”二字一共出现了203次.这体现了我们党始终不渝的奋斗目标是().","['实现共产主义', '带领人民创造美好生活', '解放生产力', '全心全意为人民服务']",['带领人民创造美好生活']
发展应统筹推进经济建设、政治建设、文化建设、社会建设、生态文明建设.,"['正确', '错误']",['正确']
"中国坚持独立自主的和平外交政策,在和平共处五项原则的基础上同所有国家发展友好合作.","['正确', '错误']",['正确']
"在国际事务中,要坚持正确().","['价值观', '是非观', '.道德观', '义利观']",['义利观']
"改革开放之后,我们党对我国社会主义现代化建设作出战略安排,提出“三步走”战略目标.","['正确', '错误']",['正确']
"胡志明主席称越南同中国的关系“如手和足,如杵和臼,如根和茎,如兄和弟”","['正确', '错误']",['正确']
"十九大报告提出,要坚定()自信,推动社会主义()繁荣兴盛.","['文化;文化', '民族;文化', '民族;经济', '文化;经济']",['文化;文化']
不断加强全国人民包括香港特别行政区同胞、澳门特别行政区同胞、台湾同胞和()的团结.,"['.海外侨胞', '海外同胞', '华侨归侨', '华侨侨眷']",['.海外侨胞']
"促进新型工业化、信息化、城镇化、农业现代化同步发展,建设社会主义().","['新农村', '新城市', '新城镇', '新社会']",['新农村']
"新时代中国特色社会主义思想,是对马克思列宁主义、毛泽东思想、邓小平理论、“三个代表”重要思想、科学发展观的继承和发展,是马克思主义中国化最新成果,是党和人民实践经验和集体智慧的结晶,是中国特色社会主义理论体系的重要组成部分,是全党全国人民为实现中华民族伟大复兴而奋斗的行动指南,必须长期坚持并不断发展.","['正确', '错误']",['正确']
"习近平指出,天宫一号和神州十一号载人飞行任务,将首次实现我国航天员中期在轨驻留.","['正确', '错误']",['错误']
"我国坚持稳中求进工作总基调,坚持以()为中心的发展思想","['国家', '公民', '人民', '社会']",['人民']
"习近平同志曾写下“为官任,造福一方,遂了平生意”的铿锵词句,是为了表达对的赞颂之情.","['雷锋', '焦裕禄', '孔繁森', '沈浩']",['焦裕禄']
"2016年12月29日,习近平致信祝贺《大辞海》出版暨《辞海》第一版面世()周年.","['60', '70', '80', '90']",['80']
"习近平总书记在庆祝中国共产党成立95周年大会上的讲话强调,要坚持以()体制改革为重点,坚持社会主义市场经济改革方向","['生态文明', '文化', '政治', '经济']",['经济']
.形成节约()和保护()的空间格局、产业结构、生产方式、生活方式,"['能源；环境', '资源；自然', '能源；生态', '资源；环境']",['资源；环境']
"习近平在二O二二年新年贺词中指出,再过一个多月,北京冬奥会、冬残奥会就要开幕了.让更多人参与到中冰雪运动来,这也是奥林匹克运动的题中之义.我们将竭诚为世界奉献一届奥运盛会.世界期待中国,中国做好了准备.","['正确', '错误']",['正确']
"实现发展成果由人民共享必须深化收入分配制度改革,努力实现同步、劳动报酬増长和劳动生产率提高同步.()","['居民社会保障和经济发展', '居民收入增长和经济发展', '居民社会福利和经济发展', '居民社会保险和经济发展']",['居民收入增长和经济发展']
"对马克思主义的信仰,对社会主义和共产主义的信念,是共产党人的().","['政治灵魂', '精神支柱', '政治底线', '道德底线']",['政治灵魂']
哲学社会科学是推动历史发展和社会进步的主要力量,"['正确', '错误']",['错误']
"习近平在十九届中央纪委六次全会上指出,要巩固拓展党史学习教育成果,更加坚定自觉地牢记初心使命、开创发展新局.要深入学习贯彻党的十九届六中全会精神,持之以恒推进党史学习、教育、宣传,引导全党坚定历史自信,让初心使命在内心深处真正扎根,把忠诚于党和人民落到行动上,继承弘扬党的光荣传统和优良作风,为党和人民事业赤诚奉献,在新的赶考之路上考出好成绩.","['正确', '错误']",['正确']
"重点攻克深度贫困地区脱贫任务,确保到2030年我国现行标准下农村贫困人口实现脱贫","['正确', '错误']",['错误']
对人民解放军和其他人民武装力量拥有绝对领导的是().,"['习近平', '全国人大', '中共中央', '中国共产党']",['中国共产党']
求真务实是共产党人的重要思想和工作方法,"['正确', '错误']",['正确']
"全面建成小康社会,要实事求是,因地制宜,覆盖的()要全面","['领域', '人口', '区域', '以上都是']",['以上都是']
民主集中制是中国国家组织形式和活动方式的基本原则,"['正确', '错误']",['正确']
中国与非洲携手打造责任共担的中非命运共同体,"['正确', '错误']",['正确']
马克思主义哲学主要由哲学、政治经济学、科学社会主义理论三大组成部分构成,"['正确', '错误']",['正确']
"实现中华民族伟大复兴,必须坚定中国特色社会主义道路自信、理论自信、制度自信、().","['法律自信', '文艺自信', '文化自信']",['文化自信']
"城乡区域发展差距和居民生活水平差距未来将显著缩小,基本公共服务全面化基本实现.","['正确', '错误']",['错误']
()两国在共同打击腐败犯罪方面保持着良好合作.双方已经缔结刑事司法协助条约,"['中美', '中日', '中法', '中英']",['中英']
"习近平在哲学社会科学工作座谈会上的讲话上说,哲学社会是人们认识世界、改造世界的重要工具,是推动历史发展和社会进步的重要工具.","['正确', '错误']",['正确']
"党员领导干部对违反政治纪律和政治规矩等出错思想和行为放任不管,搞无原则一团和气,造成不良影响的,应给予()处分.","['警告或严重警告', '撤销党内职务', '党内察看', '开出党籍']",['警告或严重警告']
"党的干部是党的事业的骨干,是人民的公仆.党努力实现干部队伍的()、年轻化、知识化、专业化.","['现代化', '革命化', '政治化', '政治化']",['革命化']
"对大国关系,中国主张不冲突不对抗、相互尊重、合作共赢,共同走和平发展之路.","['正确', '错误']",['正确']
“三权分置”思想是指形成所有权、转让权、经营权三权分置.,"['正确', '错误']",['错误']
"在“积极树立亚洲安全观,共创安全合作新局面”会议上,到场成员国包括亚信成员国、观察员、峰会客人在内的()个国家和国际组织","['45', '46', '47', '48']",['47']
中国特色社会主义事业总体布局是“五位一体”、战略布局是“四个全面”,"['正确', '错误']",['正确']
"习近平在纪念邓小平同志诞辰110周年座谈会上提出,人民问题是一个政党、一个国家的基本性问题","['正确', '错误']",['错误']
"党的十八大报告强调,要健全基层党组织领导的充满活力的基层保障人民享有更多更切实的民主权利.","['群众自治机制', '群众协商机制', '民主集中机制', '民主协商机制']","['群众自治机制', '群众协商机制']"
"经济发展应提高全要素生产率,着力加快建设虚拟经济、科技创新、现代金融、人力资源协同发展的产业体系.","['正确', '错误']",['错误']
"抵御资本主义和封建主义腐朽思想的侵蚀,扫除各种社会.","['丑恶现象', '黑恶势力', '贪腐势力', '黑暗现象']","['丑恶现象', '贪腐势力']"
"党的领导是人民当家作主和依法治国的根本保证,人民当家作主是社会主义民主政治的本质特征,依法治国是党领导人民治理国家的基本方式,三者统一于我国社会主义民主政治伟大实践.","['正确', '错误']",['正确']
"要发展中国特色社会主义文化,必须推进马克思主义中国化,时代大众化.这些具有强大凝聚力和引导力的社会主义意识形态是全体人民在()信念,()理念,()观念上仅仅团结在一起.","['道德价值理想', '理想道德价值', '价值道德理想', '理想价值道德']",['理想价值道德']
把党的政治建设摆在首位.旗帜鲜明讲政治是我们党作为马克思主义政党的根本要求,"['正确', '错误']",['正确']
"“亲望亲好,邻望邻好.”中国坚持与邻为善、以邻为伴,坚持睦邻、安邻、富邻,践行亲、诚、惠、容理念,努力使自身发展更好惠及亚洲国家.","['正确', '错误']",['正确']
我国的外汇储备已突破()万亿元.,"['1', '3', '5', '6']",['3']
"习近平总书记在庆祝中国共产党成立95周年大会上的讲话强调,严肃党内()是全面从严治党的基础","['经济生活', '政治生活', '文化生活', '社会生活']",['政治生活']
人民安全是国家安全的宗旨、经济安全是国家安全的根本、国家利益至上是国家安全的准则.,"['正确', '错误']",['错误']
人民政协是多党合作和政治协商的机构,"['正确', '错误']",['正确']
"培育和践行(),倡导社会主义荣辱观.","['毛泽东思想', '社会主义核心价值观', '习近平新时代中国特色社会主义思想', '三个代表重要思想']",['社会主义核心价值观']
"中国同国际市场密切关联,全球经济情况总体(),中国不可能独善其身.","['弱', '偏弱', '强', '偏强']",['偏弱']
深化党和国家机构改革是提高党的执政能力和领导水平的必然要求,"['正确', '错误']",['正确']
党的根本大法是(),"['《中华人民共和国宪法》', '《中华人民共和国公务员法》', '《中国共产党章程》', '《中华人民共和国公务员法》']",['《中国共产党章程》']
"下列选项中,哪个是党的十九大提出的新时代坚持和发展中国特色社会主义的关于生态的基本方略.()","['坚持新发展概念', '坚持人与自然和谐共生', '坚持推动构建人类命运共同体', '坚持总体国家安全观']",['坚持人与自然和谐共生']
我们的立国之本是(),"['和平共处五项原则', '中国共产党的领导', '四项基本原则', '改革开放']",['四项基本原则']
"改革必须坚持正确方向,既不走封闭僵化的老路、也不走改旗易帜的邪路.","['正确', '错误']",['正确']
"区域发展协调性增强,“一带一路”建设、京津冀协同发展、()带发展成效显著.","['长江经济', '东北经济', '黄河经济', '沿海经济']",['长江经济']
"坚持去产能、去库存、去杠杆、()、补短板,优化存量资源配置.","['降能耗', '重创新', '提质量', '降成本']",['降成本']
中国共产党领导人民发展()经济.,"['社会主义市场', '社会主义计划', '新时代社会主义市场', '新时期社会主义市场']",['社会主义市场']
"500米口径球面射电望远镜被誉为“中国天眼”,是具有我国自主知识产权、世界最大单口径、最灵敏的射电望远镜.","['正确', '错误']",['正确']
"习近平总书记提出,要把推进供给侧结构性改革作为经济工作的主线","['正确', '错误']",['正确']
"习近平代表中国政府宣布,设立“南南合作援助基金”,设立为期()年","['10', '5', '15', '20']",['10']
中国同以下哪两个国家共同倡导和平共处五项原则,"['印度；越南', '印度；缅甸', '老挝；越南', '老挝；缅甸']",['印度；缅甸']
新党章提出()就是金山银山的思想.,"['蓝天白云', '绿水蓝天', '蓝天青山', '.绿水青山']",['.绿水青山']
"坚定不移贯彻新发展理念,坚决端正发展观念、(),发展质量和效益不断提升.","['增加产品数量', '提高发展质量', '转变发展方式', '发展积极性']",['转变发展方式']
我国正在处于实现“两个一百年”奋斗目标中()一百年奋斗目标、全面建成小康社会的决胜阶段.,"['第一个', '第二个']",['第一个']
"在干部选拔任用工作中,违反干部选拔任用规定,对直接责任者和领导责任者,给予()处分.","['警告或严重警告', '撤销党内职务', '党内察看', '开出党籍']",['警告或严重警告']
新时代坚持和发展中国特色社会主义的根本动力是全面深化改革,"['正确', '错误']",['正确']
"党的十九大报告指出,过去五年的历史性成就是全方位、开创性的","['正确', '错误']",['正确']
"党的十九大报告指出,要深化文化体制改革,加快构建把()放在首位、社会效益和经济效益相统一的体制机制.","['文化建设', '经济建设', '社会效益', '经济效益']",['社会效益']
"从程序上看,中国共产党党章修改体现了权威性、科学性和民主性的统一","['正确', '错误']",['错误']
"十九大报告提出新型国际关系,以下哪项是不包括在内的?()","['相互尊重', '公平公正', '合作共赢', '平等互信']",['平等互信']
()年爆发了国际经济金融危机,"['2008', '2010', '2015', '2018']",['2008']
开放是国家繁荣的必由之路,"['正确', '错误']",['正确']
"党的中央纪律检查委员会根据工作需要,可以向中央一级党和国家机关派驻党的纪律检查组或纪律检查员.纪律检查组组长或纪律检查员可以()该机关党的领导组织的有关会议.","['出席', '列席', '不能参加', '旁听']",['列席']
"现在全球8亿贫困人口中,一半以上是()","['老人', '青年', '妇女', '孩子']",['妇女']
以人民为中心是新时代坚持和发展中国特色社会主义根本立场,"['正确', '错误']",['正确']
"在全面建成小康社会的基础上,再奋斗()年,基本实现社会主义现代化.","['十六', '十二', '十五', '十']",['十五']
"工商界是推动经济和贸易发展的主力军,也是推进亚太经合组织合作不可或缺的重要力量.","['正确', '错误']",['正确']
"习近平强调,美术教育是美育的重要组成部分,对塑造美好心灵具有重要作用.","['正确', '错误']",['正确']
"习近平总书记在中国科学院第17次院士大会上提出,科学是民族进步之魂,创新是国家强盛之基.","['正确', '错误']",['错误']
中国正在大力推进创新驱动()战略.,"['合作', '发展', '共赢', '和平']",['合作']
"中国是世界上最大的发展中国家,我们在前进道路上仍然面临不少困难和挑战,要使全体中国人民都过上美好生活,需要付出长期不懈的努力.","['正确', '错误']",['正确']
新时代军队的要求不包括下列哪项？(),"['听党指挥', '能打胜仗', '战无不胜', '作风优良']",['战无不胜']
"国家形象提升得益于多重因素,聚焦十九大,中国文化领域改革什么基本形成？","['主体框架', '主要目标', '基本文案', '文化目标']",['主体框架']
"党的各级代表大会的代表和委员会的产生,要体现()的意志.选举采用无记名投票的方式.候选人名单要由党组织和选举人充分酝酿讨论.","['党员代表', '选举人', '党组织', '全体人民']",['选举人']
"《党章》规定,当党员对党的决议和政策有不同意见时,下列说法中,正确的应该是","['可以不执行党的决议和政策', '在坚决执行的前提下,可以声明保留,并且可以把自己的意见向党的上级组织直至中央提出', '必须坚决执行,不可以声明保留,也不允许向上级组织提出', '在不执行的同时,向上级组织提出']","['在坚决执行的前提下,可以声明保留,并且可以把自己的意见向党的上级组织直至中央提出']"
"巩固人民民主专政,建设社会主义().","['文化文明', '政治文明', '生态文明', '道德文明']",['政治文明']
